Variable;Region;Energy carrier;Unit;Year;value
Final Energy Demand;LAM;oil;PJ/yr;2035;1,23394308215000e+04
Final Energy Demand;LAM;oil;PJ/yr;2036;1,23995070810000e+04
Final Energy Demand;LAM;oil;PJ/yr;2037;1,24372006211000e+04
Final Energy Demand;LAM;oil;PJ/yr;2038;1,24431620752000e+04
Final Energy Demand;LAM;oil;PJ/yr;2039;1,24161295266000e+04
Final Energy Demand;LAM;oil;PJ/yr;2040;1,23571217347000e+04
Final Energy Demand;LAM;oil;PJ/yr;2041;1,22685229352000e+04
Final Energy Demand;LAM;oil;PJ/yr;2042;1,21495787518000e+04
Final Energy Demand;LAM;oil;PJ/yr;2043;1,19960457427000e+04
Final Energy Demand;LAM;oil;PJ/yr;2044;1,18060391300000e+04
Final Energy Demand;LAM;oil;PJ/yr;2045;1,15770069348000e+04
Final Energy Demand;LAM;oil;PJ/yr;2046;1,13086715969000e+04
Final Energy Demand;LAM;oil;PJ/yr;2047;1,09958351164000e+04
Final Energy Demand;LAM;oil;PJ/yr;2048;1,06592213914000e+04
Final Energy Demand;LAM;oil;PJ/yr;2049;1,03129899015000e+04
Final Energy Demand;LAM;oil;PJ/yr;2050;9,99188844277000e+03
Final Energy Demand;EUR;oil;PJ/yr;2019;2,26757137052350e+04
Final Energy Demand;EUR;oil;PJ/yr;2020;2,05936862690510e+04
Final Energy Demand;EUR;oil;PJ/yr;2021;2,15291050490840e+04
Final Energy Demand;EUR;oil;PJ/yr;2022;2,17232156523890e+04
Final Energy Demand;EUR;oil;PJ/yr;2023;2,16750037268870e+04
Final Energy Demand;EUR;oil;PJ/yr;2024;2,15351266082370e+04
Final Energy Demand;EUR;oil;PJ/yr;2025;2,11822161261750e+04
Final Energy Demand;EUR;oil;PJ/yr;2026;2,06948562509170e+04
Final Energy Demand;EUR;oil;PJ/yr;2027;2,01366981849190e+04
Final Energy Demand;EUR;oil;PJ/yr;2028;1,94955216561660e+04
Final Energy Demand;EUR;oil;PJ/yr;2029;1,87979664358930e+04
Final Energy Demand;EUR;oil;PJ/yr;2030;1,80908432533500e+04
Final Energy Demand;EUR;oil;PJ/yr;2031;1,73329476294290e+04
Final Energy Demand;EUR;oil;PJ/yr;2032;1,65252901790740e+04
Final Energy Demand;EUR;oil;PJ/yr;2033;1,57004189014800e+04
Final Energy Demand;EUR;oil;PJ/yr;2034;1,48649769586550e+04
Final Energy Demand;EUR;oil;PJ/yr;2035;1,40158449003890e+04
Final Energy Demand;EUR;oil;PJ/yr;2036;1,31800837300350e+04
Final Energy Demand;EUR;oil;PJ/yr;2037;1,23591304628800e+04
Final Energy Demand;EUR;oil;PJ/yr;2038;1,15480446338760e+04
Final Energy Demand;EUR;oil;PJ/yr;2039;1,07592012428950e+04
Final Energy Demand;EUR;oil;PJ/yr;2040;1,00076240051220e+04
Final Energy Demand;EUR;oil;PJ/yr;2041;9,29480040643100e+03
Final Energy Demand;EUR;oil;PJ/yr;2042;8,62464389024100e+03
Final Energy Demand;EUR;oil;PJ/yr;2043;7,99339663595600e+03
Final Energy Demand;EUR;oil;PJ/yr;2044;7,40374883738800e+03
Final Energy Demand;EUR;oil;PJ/yr;2045;6,85601489501400e+03
Final Energy Demand;EUR;oil;PJ/yr;2046;6,35257352902800e+03
Final Energy Demand;EUR;oil;PJ/yr;2047;5,88276561154300e+03
Final Energy Demand;EUR;oil;PJ/yr;2048;5,45668042500000e+03
Final Energy Demand;EUR;oil;PJ/yr;2049;5,07889777299300e+03
Final Energy Demand;EUR;oil;PJ/yr;2050;4,77786089412900e+03
Final Energy Demand;SSA;oil;PJ/yr;2019;4,21128795247000e+03
Final Energy Demand;SSA;oil;PJ/yr;2020;3,87305013947000e+03
Final Energy Demand;SSA;oil;PJ/yr;2021;4,03436759638000e+03
Final Energy Demand;SSA;oil;PJ/yr;2022;4,09107606892000e+03
Final Energy Demand;SSA;oil;PJ/yr;2023;4,17416958659000e+03
Final Energy Demand;SSA;oil;PJ/yr;2024;4,26619183010000e+03
Final Energy Demand;SSA;oil;PJ/yr;2025;4,35117362309000e+03
Final Energy Demand;SSA;oil;PJ/yr;2026;4,43029023548000e+03
Final Energy Demand;SSA;oil;PJ/yr;2027;4,51245089145000e+03
Final Energy Demand;SSA;oil;PJ/yr;2028;4,59800403635000e+03
Final Energy Demand;SSA;oil;PJ/yr;2029;4,68957038577000e+03
Final Energy Demand;SSA;oil;PJ/yr;2030;4,79643846381000e+03
Final Energy Demand;SSA;oil;PJ/yr;2031;4,91341432788000e+03
Final Energy Demand;SSA;oil;PJ/yr;2032;5,04180520942000e+03
Final Energy Demand;SSA;oil;PJ/yr;2033;5,18627769935000e+03
Final Energy Demand;SSA;oil;PJ/yr;2034;5,34488976418000e+03
Final Energy Demand;SSA;oil;PJ/yr;2035;5,51215929333000e+03
Final Energy Demand;SSA;oil;PJ/yr;2036;5,69211885482000e+03
Final Energy Demand;SSA;oil;PJ/yr;2037;5,87965240618000e+03
Final Energy Demand;SSA;oil;PJ/yr;2038;6,06832489857000e+03
Final Energy Demand;SSA;oil;PJ/yr;2039;6,25600014000000e+03
Final Energy Demand;SSA;oil;PJ/yr;2040;6,44161194471000e+03
Final Energy Demand;SSA;oil;PJ/yr;2041;6,62785822376000e+03
Final Energy Demand;SSA;oil;PJ/yr;2042;6,81376979280000e+03
Final Energy Demand;SSA;oil;PJ/yr;2043;6,99490708574000e+03
Final Energy Demand;SSA;oil;PJ/yr;2044;7,17023212974000e+03
Final Energy Demand;SSA;oil;PJ/yr;2045;7,33899393364000e+03
Final Energy Demand;SSA;oil;PJ/yr;2046;7,49436612146000e+03
Final Energy Demand;SSA;oil;PJ/yr;2047;7,62517493258000e+03
Final Energy Demand;SSA;oil;PJ/yr;2048;7,73870314470000e+03
Final Energy Demand;SSA;oil;PJ/yr;2049;7,83769943415000e+03
Final Energy Demand;SSA;oil;PJ/yr;2050;7,93510061094000e+03
Final Energy Demand;MEA;oil;PJ/yr;2019;1,39540662721000e+04
Final Energy Demand;MEA;oil;PJ/yr;2020;1,32185280113000e+04
Final Energy Demand;MEA;oil;PJ/yr;2021;1,36361039002000e+04
Final Energy Demand;MEA;oil;PJ/yr;2022;1,35962164101000e+04
Final Energy Demand;MEA;oil;PJ/yr;2023;1,35395937761000e+04
Final Energy Demand;MEA;oil;PJ/yr;2024;1,35086970011000e+04
Final Energy Demand;MEA;oil;PJ/yr;2025;1,35005907605000e+04
Final Energy Demand;MEA;oil;PJ/yr;2026;1,35467874422000e+04
Final Energy Demand;MEA;oil;PJ/yr;2027;1,36156317012000e+04
Final Energy Demand;MEA;oil;PJ/yr;2028;1,36904236712000e+04
Final Energy Demand;MEA;oil;PJ/yr;2029;1,37787935721000e+04
Final Energy Demand;MEA;oil;PJ/yr;2030;1,38948918116000e+04
Final Energy Demand;MEA;oil;PJ/yr;2031;1,40196165287000e+04
Final Energy Demand;MEA;oil;PJ/yr;2032;1,41539299985000e+04
Final Energy Demand;MEA;oil;PJ/yr;2033;1,43050044847000e+04
Final Energy Demand;MEA;oil;PJ/yr;2034;1,44654551948000e+04
Final Energy Demand;MEA;oil;PJ/yr;2035;1,46192137632000e+04
Final Energy Demand;MEA;oil;PJ/yr;2036;1,47679776108000e+04
Final Energy Demand;MEA;oil;PJ/yr;2037;1,49086625082000e+04
Final Energy Demand;MEA;oil;PJ/yr;2038;1,50314000831000e+04
Final Energy Demand;MEA;oil;PJ/yr;2039;1,51318950223000e+04
Final Energy Demand;MEA;oil;PJ/yr;2040;1,52099260661000e+04
Final Energy Demand;MEA;oil;PJ/yr;2041;1,52670731278000e+04
Final Energy Demand;MEA;oil;PJ/yr;2042;1,52986322516000e+04
Final Energy Demand;MEA;oil;PJ/yr;2043;1,52976528899000e+04
Final Energy Demand;MEA;oil;PJ/yr;2044;1,52648361017000e+04
Final Energy Demand;MEA;oil;PJ/yr;2045;1,51939645993000e+04
Final Energy Demand;MEA;oil;PJ/yr;2046;1,50745411437000e+04
Final Energy Demand;MEA;oil;PJ/yr;2047;1,48920361828000e+04
Final Energy Demand;MEA;oil;PJ/yr;2048;1,46589309045000e+04
Final Energy Demand;MEA;oil;PJ/yr;2049;1,43850389038000e+04
Final Energy Demand;MEA;oil;PJ/yr;2050;1,41131566476000e+04
Final Energy Demand;NEE;oil;PJ/yr;2019;6,90171468595000e+03
Final Energy Demand;NEE;oil;PJ/yr;2020;6,43191615459000e+03
Final Energy Demand;NEE;oil;PJ/yr;2021;6,66009735651000e+03
Final Energy Demand;NEE;oil;PJ/yr;2022;6,76411486299000e+03
Final Energy Demand;NEE;oil;PJ/yr;2023;6,82399112301000e+03
Final Energy Demand;NEE;oil;PJ/yr;2024;6,86597053966000e+03
Final Energy Demand;NEE;oil;PJ/yr;2025;6,86717889866000e+03
Final Energy Demand;NEE;oil;PJ/yr;2026;6,85549835362000e+03
Final Energy Demand;NEE;oil;PJ/yr;2027;6,84760768722000e+03
Final Energy Demand;NEE;oil;PJ/yr;2028;6,83241033587000e+03
Final Energy Demand;NEE;oil;PJ/yr;2029;6,81175678844000e+03
Final Energy Demand;NEE;oil;PJ/yr;2030;6,79327318322000e+03
Final Energy Demand;NEE;oil;PJ/yr;2031;6,76880555992000e+03
Final Energy Demand;NEE;oil;PJ/yr;2032;6,74070620240000e+03
Final Energy Demand;NEE;oil;PJ/yr;2033;6,70656475702000e+03
Final Energy Demand;NEE;oil;PJ/yr;2034;6,66302998819000e+03
Final Energy Demand;NEE;oil;PJ/yr;2035;6,60529438756000e+03
Final Energy Demand;NEE;oil;PJ/yr;2036;6,54351694860000e+03
Final Energy Demand;NEE;oil;PJ/yr;2037;6,47638575676000e+03
Final Energy Demand;NEE;oil;PJ/yr;2038;6,40098998220000e+03
Final Energy Demand;NEE;oil;PJ/yr;2039;6,32033124236000e+03
Final Energy Demand;NEE;oil;PJ/yr;2040;6,23440906863000e+03
Final Energy Demand;NEE;oil;PJ/yr;2041;6,14255924921000e+03
Final Energy Demand;NEE;oil;PJ/yr;2042;6,04373410314000e+03
Final Energy Demand;NEE;oil;PJ/yr;2043;5,93514146237000e+03
Final Energy Demand;NEE;oil;PJ/yr;2044;5,81663001176000e+03
Final Energy Demand;NEE;oil;PJ/yr;2045;5,68774048706000e+03
Final Energy Demand;NEE;oil;PJ/yr;2046;5,54696562568000e+03
Final Energy Demand;NEE;oil;PJ/yr;2047;5,38855827076000e+03
Final Energy Demand;NEE;oil;PJ/yr;2048;5,22035289057000e+03
Final Energy Demand;NEE;oil;PJ/yr;2049;5,04771682563000e+03
Final Energy Demand;NEE;oil;PJ/yr;2050;4,89389327091000e+03
Final Energy Demand;CHN;oil;PJ/yr;2019;2,50222588360000e+04
Final Energy Demand;CHN;oil;PJ/yr;2020;2,31014535478000e+04
Final Energy Demand;CHN;oil;PJ/yr;2021;2,47065052425000e+04
Final Energy Demand;CHN;oil;PJ/yr;2022;2,55781442200000e+04
Final Energy Demand;CHN;oil;PJ/yr;2023;2,63295067663000e+04
Final Energy Demand;CHN;oil;PJ/yr;2024;2,70157034859000e+04
Final Energy Demand;CHN;oil;PJ/yr;2025;2,73608394020000e+04
Final Energy Demand;CHN;oil;PJ/yr;2026;2,74435969845000e+04
Final Energy Demand;CHN;oil;PJ/yr;2027;2,73429488385000e+04
Final Energy Demand;CHN;oil;PJ/yr;2028;2,70305694331000e+04
Final Energy Demand;CHN;oil;PJ/yr;2029;2,65514201773000e+04
Final Energy Demand;CHN;oil;PJ/yr;2030;2,59963114062000e+04
Final Energy Demand;CHN;oil;PJ/yr;2031;2,53112559913000e+04
Final Energy Demand;CHN;oil;PJ/yr;2032;2,45191262264000e+04
Final Energy Demand;CHN;oil;PJ/yr;2033;2,36653749875000e+04
Final Energy Demand;CHN;oil;PJ/yr;2034;2,27601581494000e+04
Final Energy Demand;CHN;oil;PJ/yr;2035;2,17771812697000e+04
Final Energy Demand;CHN;oil;PJ/yr;2036;2,07653693133000e+04
Final Energy Demand;CHN;oil;PJ/yr;2037;1,97457812193000e+04
Final Energy Demand;CHN;oil;PJ/yr;2038;1,87169416638000e+04
Final Energy Demand;CHN;oil;PJ/yr;2039;1,76993312938000e+04
Final Energy Demand;CHN;oil;PJ/yr;2040;1,67072767604000e+04
Final Energy Demand;CHN;oil;PJ/yr;2041;1,57570287678000e+04
Final Energy Demand;CHN;oil;PJ/yr;2042;1,48524017278000e+04
Final Energy Demand;CHN;oil;PJ/yr;2043;1,39824942651000e+04
Final Energy Demand;CHN;oil;PJ/yr;2044;1,31542291515000e+04
Final Energy Demand;CHN;oil;PJ/yr;2045;1,23618159380000e+04
Final Energy Demand;CHN;oil;PJ/yr;2046;1,16078034619000e+04
Final Energy Demand;CHN;oil;PJ/yr;2047;1,08578464672000e+04
Final Energy Demand;CHN;oil;PJ/yr;2048;1,01420084049000e+04
Final Energy Demand;CHN;oil;PJ/yr;2049;9,47406124764000e+03
Final Energy Demand;CHN;oil;PJ/yr;2050;8,97626849588000e+03
Final Energy Demand;IND;oil;PJ/yr;2019;1,04029615746000e+04
Final Energy Demand;IND;oil;PJ/yr;2020;9,46742411601000e+03
Final Energy Demand;IND;oil;PJ/yr;2021;1,00047965035000e+04
Final Energy Demand;IND;oil;PJ/yr;2022;1,03285442115000e+04
Final Energy Demand;IND;oil;PJ/yr;2023;1,07623634110000e+04
Final Energy Demand;IND;oil;PJ/yr;2024;1,13045762349000e+04
Final Energy Demand;IND;oil;PJ/yr;2025;1,18162290242000e+04
Final Energy Demand;IND;oil;PJ/yr;2026;1,23402840479000e+04
Final Energy Demand;IND;oil;PJ/yr;2027;1,28669061025000e+04
Final Energy Demand;IND;oil;PJ/yr;2028;1,33669692714000e+04
Final Energy Demand;IND;oil;PJ/yr;2029;1,38397530210000e+04
Final Energy Demand;IND;oil;PJ/yr;2030;1,43087318902000e+04
Final Energy Demand;IND;oil;PJ/yr;2031;1,47370453127000e+04
Final Energy Demand;IND;oil;PJ/yr;2032;1,51174064480000e+04
Final Energy Demand;IND;oil;PJ/yr;2033;1,54615264192000e+04
Final Energy Demand;IND;oil;PJ/yr;2034;1,57642286059000e+04
Final Energy Demand;IND;oil;PJ/yr;2035;1,60125110286000e+04
Final Energy Demand;IND;oil;PJ/yr;2036;1,62276957246000e+04
Final Energy Demand;IND;oil;PJ/yr;2037;1,64140822190000e+04
Final Energy Demand;IND;oil;PJ/yr;2038;1,65674520729000e+04
Final Energy Demand;IND;oil;PJ/yr;2039;1,66874563608000e+04
Final Energy Demand;IND;oil;PJ/yr;2040;1,67686992166000e+04
Final Energy Demand;IND;oil;PJ/yr;2041;1,68045672446000e+04
Final Energy Demand;IND;oil;PJ/yr;2042;1,67861453124000e+04
Final Energy Demand;IND;oil;PJ/yr;2043;1,67008899134000e+04
Final Energy Demand;IND;oil;PJ/yr;2044;1,65519650287000e+04
Final Energy Demand;IND;oil;PJ/yr;2045;1,63298134716000e+04
Final Energy Demand;IND;oil;PJ/yr;2046;1,60189319386000e+04
Final Energy Demand;IND;oil;PJ/yr;2047;1,56048426003000e+04
Final Energy Demand;IND;oil;PJ/yr;2048;1,51217366943000e+04
Final Energy Demand;IND;oil;PJ/yr;2049;1,45982593772000e+04
Final Energy Demand;IND;oil;PJ/yr;2050;1,41320931925000e+04
Final Energy Demand;SEA;oil;PJ/yr;2019;1,00800026276000e+04
Final Energy Demand;SEA;oil;PJ/yr;2020;9,30547637773000e+03
Final Energy Demand;SEA;oil;PJ/yr;2021;9,66972165057000e+03
Final Energy Demand;SEA;oil;PJ/yr;2022;9,82773510085000e+03
Final Energy Demand;SEA;oil;PJ/yr;2023;1,01286255762000e+04
Final Energy Demand;SEA;oil;PJ/yr;2024;1,04838069901000e+04
Final Energy Demand;SEA;oil;PJ/yr;2025;1,07694324206000e+04
Final Energy Demand;SEA;oil;PJ/yr;2026;1,10220065357000e+04
Final Energy Demand;SEA;oil;PJ/yr;2027;1,12623355154000e+04
Final Energy Demand;SEA;oil;PJ/yr;2028;1,14732021469000e+04
Final Energy Demand;SEA;oil;PJ/yr;2029;1,16570082701000e+04
Final Energy Demand;SEA;oil;PJ/yr;2030;1,18277800476000e+04
Final Energy Demand;SEA;oil;PJ/yr;2031;1,19638049892000e+04
Final Energy Demand;SEA;oil;PJ/yr;2032;1,20616296932000e+04
Final Energy Demand;SEA;oil;PJ/yr;2033;1,21247253650000e+04
Final Energy Demand;SEA;oil;PJ/yr;2034;1,21478742733000e+04
Final Energy Demand;SEA;oil;PJ/yr;2035;1,21230446425000e+04
Final Energy Demand;SEA;oil;PJ/yr;2036;1,20685003607000e+04
Final Energy Demand;SEA;oil;PJ/yr;2037;1,19870955381000e+04
Final Energy Demand;SEA;oil;PJ/yr;2038;1,18764755655000e+04
Final Energy Demand;SEA;oil;PJ/yr;2039;1,17423346563000e+04
Final Energy Demand;SEA;oil;PJ/yr;2040;1,15876410922000e+04
Final Energy Demand;SEA;oil;PJ/yr;2041;1,14142127427000e+04
Final Energy Demand;SEA;oil;PJ/yr;2042;1,12203657586000e+04
Final Energy Demand;SEA;oil;PJ/yr;2043;1,10014006134000e+04
Final Energy Demand;SEA;oil;PJ/yr;2044;1,07583253853000e+04
Final Energy Demand;SEA;oil;PJ/yr;2045;1,04894442314000e+04
Final Energy Demand;SEA;oil;PJ/yr;2046;1,01936009370000e+04
Final Energy Demand;SEA;oil;PJ/yr;2047;9,86194432029000e+03
Final Energy Demand;SEA;oil;PJ/yr;2048;9,51118494901000e+03
Final Energy Demand;SEA;oil;PJ/yr;2049;9,15386276612000e+03
Final Energy Demand;SEA;oil;PJ/yr;2050;8,84165801116000e+03
Final Energy Demand;OPA;oil;PJ/yr;2019;1,24478672258000e+04
Final Energy Demand;OPA;oil;PJ/yr;2020;1,14739714250000e+04
Final Energy Demand;OPA;oil;PJ/yr;2021;1,18408278354000e+04
Final Energy Demand;OPA;oil;PJ/yr;2022;1,20039190691000e+04
Final Energy Demand;OPA;oil;PJ/yr;2023;1,20267992135000e+04
Final Energy Demand;OPA;oil;PJ/yr;2024;1,19947294903000e+04
Final Energy Demand;OPA;oil;PJ/yr;2025;1,18748127050000e+04
Final Energy Demand;OPA;oil;PJ/yr;2026;1,17092120412000e+04
Final Energy Demand;OPA;oil;PJ/yr;2027;1,15226145034000e+04
Final Energy Demand;OPA;oil;PJ/yr;2028;1,12998686762000e+04
Final Energy Demand;OPA;oil;PJ/yr;2029;1,10452747479000e+04
Final Energy Demand;OPA;oil;PJ/yr;2030;1,07655385214000e+04
Final Energy Demand;OPA;oil;PJ/yr;2031;1,04565019453000e+04
Final Energy Demand;OPA;oil;PJ/yr;2032;1,01248357153000e+04
Final Energy Demand;OPA;oil;PJ/yr;2033;9,77071132895000e+03
Final Energy Demand;OPA;oil;PJ/yr;2034;9,39116567398000e+03
Final Energy Demand;OPA;oil;PJ/yr;2035;8,97867283768000e+03
Final Energy Demand;OPA;oil;PJ/yr;2036;8,55843901244000e+03
Final Energy Demand;OPA;oil;PJ/yr;2037;8,13109954685000e+03
Final Energy Demand;OPA;oil;PJ/yr;2038;7,70425620413000e+03
Final Energy Demand;OPA;oil;PJ/yr;2039;7,28753915870000e+03
Final Energy Demand;OPA;oil;PJ/yr;2040;6,87938902850000e+03
Final Energy Demand;OPA;oil;PJ/yr;2041;6,48239565360000e+03
Final Energy Demand;OPA;oil;PJ/yr;2042;6,09862610989000e+03
Final Energy Demand;OPA;oil;PJ/yr;2043;5,72685300367000e+03
Final Energy Demand;OPA;oil;PJ/yr;2044;5,36826878441000e+03
Final Energy Demand;OPA;oil;PJ/yr;2045;5,02501752962000e+03
Final Energy Demand;OPA;oil;PJ/yr;2046;4,70212887901000e+03
Final Energy Demand;OPA;oil;PJ/yr;2047;4,40205619045000e+03
Final Energy Demand;OPA;oil;PJ/yr;2048;4,14024363716000e+03
Final Energy Demand;OPA;oil;PJ/yr;2049;3,90051127722000e+03
Final Energy Demand;OPA;oil;PJ/yr;2050;3,69553047751000e+03
Final Energy Demand;"NAM";natural gas;PJ/yr;2019;2,17117407722000e+04
Final Energy Demand;"NAM";natural gas;PJ/yr;2020;2,07547789661000e+04
Final Energy Demand;"NAM";natural gas;PJ/yr;2021;2,12021184769000e+04
Final Energy Demand;"NAM";natural gas;PJ/yr;2022;2,16125724008000e+04
Final Energy Demand;"NAM";natural gas;PJ/yr;2023;2,17680755680000e+04
Final Energy Demand;"NAM";natural gas;PJ/yr;2024;2,17706566464000e+04
Final Energy Demand;"NAM";natural gas;PJ/yr;2025;2,17647778622000e+04
Final Energy Demand;"NAM";natural gas;PJ/yr;2026;2,17359621630000e+04
Final Energy Demand;"NAM";natural gas;PJ/yr;2027;2,16698569361000e+04
Final Energy Demand;"NAM";natural gas;PJ/yr;2028;2,15834231249000e+04
Final Energy Demand;"NAM";natural gas;PJ/yr;2029;2,14932795959000e+04
Final Energy Demand;"NAM";natural gas;PJ/yr;2030;2,14061433106000e+04
Final Energy Demand;"NAM";natural gas;PJ/yr;2031;2,13084740348000e+04
Final Energy Demand;"NAM";natural gas;PJ/yr;2032;2,12038189545000e+04
Final Energy Demand;"NAM";natural gas;PJ/yr;2033;2,10657023321000e+04
Final Energy Demand;"NAM";natural gas;PJ/yr;2034;2,08976597080000e+04
Final Energy Demand;"NAM";natural gas;PJ/yr;2035;2,07097967736000e+04
Final Energy Demand;"NAM";natural gas;PJ/yr;2036;2,05226880209000e+04
Final Energy Demand;"NAM";natural gas;PJ/yr;2037;2,03378236074000e+04
Final Energy Demand;"NAM";natural gas;PJ/yr;2038;2,01689254098000e+04
Final Energy Demand;"NAM";natural gas;PJ/yr;2039;1,99897465213000e+04
Final Energy Demand;"NAM";natural gas;PJ/yr;2040;1,98009687275000e+04
Final Energy Demand;"NAM";natural gas;PJ/yr;2041;1,96178886850000e+04
Final Energy Demand;"NAM";natural gas;PJ/yr;2042;1,94262957395000e+04
Final Energy Demand;"NAM";natural gas;PJ/yr;2043;1,92094133734000e+04
Final Energy Demand;"NAM";natural gas;PJ/yr;2044;1,89944008431000e+04
Final Energy Demand;"NAM";natural gas;PJ/yr;2045;1,88318075836000e+04
Final Energy Demand;"NAM";natural gas;PJ/yr;2046;1,86834751620000e+04
Final Energy Demand;"NAM";natural gas;PJ/yr;2047;1,85382463277000e+04
Final Energy Demand;"NAM";natural gas;PJ/yr;2048;1,83757967307000e+04
Final Energy Demand;"NAM";natural gas;PJ/yr;2049;1,82008811906000e+04
Final Energy Demand;"NAM";natural gas;PJ/yr;2050;1,80256468789000e+04
Final Energy Demand;LAM;natural gas;PJ/yr;2019;4,87690853417000e+03
Final Energy Demand;LAM;natural gas;PJ/yr;2020;4,73017652680000e+03
Final Energy Demand;LAM;natural gas;PJ/yr;2021;4,81467037145000e+03
Final Energy Demand;LAM;natural gas;PJ/yr;2022;4,86740341568000e+03
Final Energy Demand;LAM;natural gas;PJ/yr;2023;4,90485991866000e+03
Final Energy Demand;LAM;natural gas;PJ/yr;2024;4,93563816110000e+03
Final Energy Demand;LAM;natural gas;PJ/yr;2025;4,96766896797000e+03
Final Energy Demand;LAM;natural gas;PJ/yr;2026;5,00558438996000e+03
Final Energy Demand;LAM;natural gas;PJ/yr;2027;5,05687601560000e+03
Final Energy Demand;LAM;natural gas;PJ/yr;2028;5,12608992010000e+03
Final Energy Demand;LAM;natural gas;PJ/yr;2029;5,21137337156000e+03
Final Energy Demand;LAM;natural gas;PJ/yr;2030;5,30865725495000e+03
Final Energy Demand;LAM;natural gas;PJ/yr;2031;5,41297494172000e+03
Final Energy Demand;LAM;natural gas;PJ/yr;2032;5,52827181900000e+03
Final Energy Demand;LAM;natural gas;PJ/yr;2033;5,64460096602000e+03
Final Energy Demand;LAM;natural gas;PJ/yr;2034;5,75797670608000e+03
Final Energy Demand;LAM;natural gas;PJ/yr;2035;5,86779690869000e+03
Final Energy Demand;LAM;natural gas;PJ/yr;2036;5,97572766455000e+03
Final Energy Demand;LAM;natural gas;PJ/yr;2037;6,07635984414000e+03
Final Energy Demand;LAM;natural gas;PJ/yr;2038;6,17475108803000e+03
Final Energy Demand;LAM;natural gas;PJ/yr;2039;6,25426007089000e+03
Final Energy Demand;LAM;natural gas;PJ/yr;2040;6,31683168007000e+03
Final Energy Demand;LAM;natural gas;PJ/yr;2041;6,37654885393000e+03
Final Energy Demand;LAM;natural gas;PJ/yr;2042;6,43278489287000e+03
